Date,Open,High,Low,Close,Adj Close,Volume
2016-03-07,31.469999,31.959999,31.290001,31.719999,29.488792,3397800
2016-03-14,31.730000,32.150002,31.200001,31.500000,29.284267,4312800
2016-03-21,31.510000,31.680000,31.219999,31.450001,29.237787,2956800
2016-03-28,31.410000,32.439999,31.410000,31.930000,29.684023,3645300
2016-04-04,31.940001,32.060001,31.200001,31.620001,29.395832,3064300
2016-04-11,31.740000,31.950001,31.040001,31.920000,29.674725,3600300
2016-04-18,31.900000,32.360001,30.309999,30.830000,28.661398,4110600
2016-04-25,30.879999,31.719999,30.780001,31.660000,29.433014,4212300
2016-05-02,31.730000,32.900002,31.650000,32.490002,30.204630,4404100
2016-05-09,32.529999,32.930000,32.360001,32.680000,30.381269,3077300
2016-05-16,32.590000,32.830002,30.830000,31.600000,29.537090,3241200
2016-05-23,31.600000,32.340000,31.370001,32.320000,30.210087,3606000
2016-05-30,32.250000,33.529999,32.160000,33.360001,31.182192,2992600
2016-06-06,33.360001,34.040001,32.919998,33.810001,31.602816,2350900
2016-06-13,33.900002,34.310001,33.709999,33.830002,31.621511,3357800
2016-06-20,33.790001,34.270000,33.139999,34.080002,31.855192,5315100
2016-06-27,34.029999,35.830002,33.880001,35.290001,32.986198,4460100
2016-07-04,35.250000,35.790001,33.930000,34.610001,32.350594,3789900
2016-07-11,34.580002,34.580002,33.810001,34.029999,31.808458,3363300
2016-07-18,34.029999,34.619999,33.880001,34.560001,32.303852,2319200
2016-07-25,34.590000,34.860001,34.000000,34.639999,32.378628,3670700
2016-08-01,34.560001,34.840000,33.090000,33.119999,30.957861,2941700
2016-08-08,33.090000,33.259998,32.430000,32.580002,30.453114,3133500
2016-08-15,32.660000,32.700001,31.059999,31.459999,29.406227,3273800
2016-08-22,31.480000,31.820000,30.840000,30.870001,29.027683,2506400
2016-08-29,31.000000,31.299999,30.240000,30.980000,29.131117,4310600
2016-09-05,31.070000,31.600000,29.889999,29.889999,28.106167,3147700
2016-09-12,29.900000,30.270000,29.530001,30.070000,28.275423,4371900
2016-09-19,30.170000,31.940001,30.139999,31.530001,29.648296,4192800
2016-09-26,31.559999,31.700001,30.420000,30.480000,28.660959,3669100
2016-10-03,30.459999,30.530001,28.920000,29.110001,27.372721,5069100
2016-10-10,29.110001,29.959999,29.020000,29.559999,27.795862,3167700
2016-10-17,29.580000,30.059999,29.270000,29.540001,27.777058,3157500
2016-10-24,29.870001,30.049999,29.570000,29.830000,28.049751,3751800
2016-10-31,29.950001,30.780001,29.000000,29.000000,27.269285,6768600
2016-11-07,29.219999,29.990000,28.030001,29.120001,27.382120,4709100
2016-11-14,28.860001,29.770000,28.570000,29.549999,27.786463,4849700
2016-11-21,29.719999,30.930000,29.480000,30.600000,28.964069,3088300
2016-11-28,30.760000,31.290001,29.330000,29.740000,28.150047,4386000
2016-12-05,29.600000,30.219999,29.240000,30.100000,28.490803,3752500
2016-12-12,29.870001,30.980000,29.510000,30.110001,28.500269,4015300
2016-12-19,30.209999,30.510000,29.969999,30.219999,28.604387,2091700
2016-12-26,30.070000,30.250000,29.709999,30.040001,28.434010,2093700
2017-01-02,30.000000,30.650000,29.680000,30.299999,28.680109,2679000
2017-01-09,30.379999,30.379999,29.650000,30.280001,28.661182,2596200
2017-01-16,30.379999,30.709999,29.540001,29.650000,28.064859,2859100
2017-01-23,29.719999,30.379999,29.410000,30.120001,28.509731,2796800
2017-01-30,30.040001,30.420000,29.530001,30.049999,28.443474,3465800
2017-02-06,29.990000,30.379999,29.799999,30.360001,28.736902,1955800
2017-02-13,30.240000,30.299999,29.559999,30.230000,28.613853,1970600
2017-02-20,30.120001,31.180000,30.049999,31.040001,29.566851,2018000
2017-02-27,31.030001,32.150002,30.920000,31.650000,30.147902,3930100
2017-03-06,31.500000,31.549999,30.379999,30.860001,29.395395,2044500
